F0,F1,F6,F12,F14,F15,F16,F26,F72,F99,S,Busy,Exting,Month,Car,Nozzle,Flow,Long
1541995,1144,1,1,5,3,2,3,0,0,1,10,0,5,3,0,0.0,0
1541996,1144,1,8,0,0,0,4,0,0,20,26,7,2,1,1,3.5,0
1541997,1144,1,8,0,0,0,4,0,0,50,21,7,3,1,1,3.5,0
1541998,1144,1,1,1,1,5,2,0,0,18,45,5,5,1,1,3.5,0
1541999,1144,1,8,0,0,0,4,0,0,200,33,10,5,1,1,3.5,0
1542000,1144,1,8,1,1,5,5,0,0,5,29,11,5,2,1,3.5,0
1542001,1144,1,8,0,0,0,2,0,0,50,32,8,5,1,1,3.5,0
1542002,1144,1,3,0,0,0,1,0,1,2,17,9,4,2,1,3.5,0
1542003,1144,1,8,0,0,0,3,0,0,10,16,9,4,1,1,3.5,0
1542004,1144,1,1,1,1,5,9,0,0,40,15,3,6,1,1,3.5,0
1542005,1144,1,8,0,0,0,2,0,0,20,10,4,8,1,1,3.5,0
1542006,1144,1,8,0,0,0,3,0,0,1,12,3,9,1,1,3.5,0
1542007,1144,1,8,0,0,0,5,0,0,10,22,0,11,1,0,0.0,0
1542008,1144,1,8,0,0,0,2,0,0,20,10,3,5,1,1,3.5,0
1542009,1144,1,8,0,0,0,4,0,0,15,26,11,5,1,1,3.5,0
1542010,1144,1,1,5,3,2,3,0,0,1,24,11,6,1,1,3.5,0
1542011,1144,1,1,2,1,5,2,0,0,15,34,13,5,1,1,3.5,0
1542012,1144,1,8,0,0,0,1,0,0,80,30,12,5,1,1,3.5,0
1542013,1144,1,8,0,0,0,2,0,0,400,27,11,5,1,1,3.5,0
1542014,1144,1,1,2,1,5,1,0,0,70,546,64,5,1,2,7.0,0
1542015,1144,1,1,2,1,5,1,0,0,12,18,4,5,1,1,3.5,0
1542016,1144,1,8,0,0,0,2,0,0,8,26,12,5,1,1,3.5,0
1542017,1144,0,8,0,0,0,9,0,0,10,95,13,8,1,1,3.5,0
1542018,1144,1,3,0,0,0,2,0,1,27,35,13,1,1,1,3.5,0
1724310,1146,0,1,2,2,5,17,4,1,300,248,147,12,7,4,14.0,1
1542020,1144,1,8,0,0,0,1,0,0,3,24,4,3,1,1,3.5,0
1542021,1144,1,1,1,1,5,3,0,0,2,28,9,4,1,1,3.5,0
1542022,1144,1,8,0,0,0,3,0,0,20,24,13,5,1,1,3.5,0
1542023,1144,1,1,1,1,5,1,0,0,5,16,3,7,1,1,3.5,0
1542024,1144,1,8,0,0,0,3,0,0,20,23,0,7,1,0,0.0,0
1542025,1144,1,8,0,0,0,4,0,0,1,15,0,8,1,0,0.0,0
1542026,1144,1,1,5,3,2,4,0,0,3,10,0,8,5,0,0.0,0
1542027,1144,1,8,0,0,0,3,0,0,10,11,0,9,2,0,0.0,0
1542028,1144,1,8,0,0,0,2,0,0,15,18,3,9,1,1,3.5,0
1542029,1144,1,8,0,0,0,2,0,0,50,14,3,9,1,1,3.5,0
1542030,1144,1,8,0,0,0,5,0,0,10,37,8,10,1,1,3.5,0
1542031,1144,1,8,0,0,0,2,0,0,40,25,13,11,1,1,3.5,0
1542032,1144,1,8,0,0,0,1,0,0,10,11,3,11,1,1,3.5,0
1542033,1144,1,8,0,0,0,1,0,0,20000,171,13,11,2,1,3.5,0
1542034,1144,1,8,0,0,0,1,0,0,10,12,0,11,1,0,0.0,0
1542035,1144,1,8,0,0,0,2,0,0,60,48,8,11,1,1,3.5,0
1542036,1144,1,8,0,0,0,2,0,0,40,19,0,11,1,0,0.0,0
1542037,1144,1,8,0,0,0,1,0,0,2,10,3,11,1,1,3.5,0
1542038,1144,1,8,0,0,0,5,0,0,50,143,13,12,1,2,7.0,0
1542039,1144,1,8,0,0,0,2,0,0,250,247,160,12,9,4,14.0,0
1542040,1144,1,8,0,0,0,5,0,0,70,19,7,12,1,1,3.5,0
1542041,1144,1,8,0,0,0,5,0,0,80,26,4,12,1,2,7.0,0
1542042,1144,1,8,0,0,0,4,0,0,100,19,3,12,1,1,3.5,0
1542043,1144,1,1,1,1,5,10,0,0,102,29,8,12,1,1,3.5,0
1542044,1144,1,8,0,0,0,10,0,0,170,75,29,12,1,2,7.0,0
1542045,1144,1,8,0,0,0,2,0,0,10,40,13,12,2,1,3.5,0
1542046,1144,1,8,0,0,0,1,0,0,20,11,4,12,1,1,3.5,0
1711837,1146,1,1,2,1,5,3,8,1,200,541,122,2,7,4,14.0,1
1542048,1144,1,8,0,0,0,5,0,0,100,42,13,12,1,1,3.5,0
1542049,1144,1,8,0,0,0,10,0,0,300,120,14,12,1,1,3.5,0
1542050,1144,1,8,0,0,0,5,0,0,250,27,0,12,2,0,0.0,0
1542051,1144,1,1,1,1,5,5,0,0,80,179,11,12,4,3,10.5,0
1542052,1144,1,8,0,0,0,5,0,0,150,21,5,12,2,2,7.0,0
1542053,1144,1,8,0,0,0,2,0,0,10,10,0,12,1,0,0.0,0
1542054,1144,1,8,0,0,0,4,0,0,2,1458,1444,12,1,1,3.5,0
1542055,1144,1,8,0,0,0,5,0,0,900,10,0,12,1,0,0.0,0
1542056,1144,1,8,0,0,0,5,0,0,70,38,0,12,1,0,0.0,0
1542057,1144,1,8,0,0,0,1,0,0,2,1453,1443,12,1,1,3.5,0
1542058,1144,1,8,0,0,0,5,0,0,300,587,13,6,1,1,3.5,0
1542059,1144,1,8,0,0,0,1,0,0,100,63,13,6,1,1,3.5,0
1542060,1144,1,8,0,0,0,1,0,0,10,10,3,6,1,1,3.5,0
1542061,1144,1,8,0,0,0,5,0,0,30,10,0,6,1,0,0.0,0
1542062,1144,1,8,0,0,0,3,0,0,50,13,5,6,2,1,3.5,0
1542063,1144,1,8,0,0,0,5,0,0,15,109,0,6,1,0,0.0,0
1864573,1176,1,1,1,1,5,5,4,1,40,118,101,12,4,4,14.0,0
1542065,1144,1,1,1,1,5,5,0,0,24,78,13,6,3,1,3.5,0
1542066,1144,1,8,0,0,0,5,0,0,5,10,0,6,1,0,0.0,0
1542067,1144,1,8,0,0,0,5,0,0,2,15,3,6,1,1,3.5,0
1542068,1144,1,8,0,0,0,5,0,0,800,132,0,6,1,0,0.0,0
1542069,1144,1,8,0,0,0,4,0,0,5,12,3,6,1,1,3.5,0
1542070,1144,1,8,0,0,0,1,0,0,10,18,7,6,1,1,3.5,0
1542071,1144,1,1,1,1,5,5,0,0,20,25,13,6,2,1,3.5,0
1542072,1144,1,1,1,1,5,5,0,0,12,29,4,6,1,1,3.5,0
1542073,1144,1,8,0,0,0,2,0,0,30,25,3,6,1,1,3.5,0
1542074,1144,1,3,0,0,0,4,0,0,5,81,64,6,1,1,3.5,0
1542075,1144,1,8,0,0,0,2,0,0,10,30,5,6,1,1,3.5,0
1542076,1144,1,8,0,0,0,2,0,0,5,16,3,6,1,1,3.5,0
1542077,1144,1,8,0,0,0,4,0,0,3,10,3,6,2,1,3.5,0
1542078,1144,1,8,0,0,0,2,0,0,3,13,3,6,1,1,3.5,0
1542079,1144,1,8,0,0,0,4,0,0,20,11,3,6,1,1,3.5,0
1542080,1144,1,8,0,0,0,4,0,0,20,12,3,6,1,1,3.5,0
1542081,1144,1,8,0,0,0,5,0,0,1,12,3,6,1,1,3.5,0
1542082,1144,1,1,1,1,5,4,0,0,2,21,4,6,1,1,3.5,0
1542083,1144,1,8,0,0,0,2,0,0,2,10,3,6,1,1,3.5,0
1542084,1144,1,3,0,0,0,1,0,0,5,10,3,6,2,1,3.5,0
1542085,1144,1,8,0,0,0,5,0,0,30,42,5,6,2,1,3.5,0
1542086,1144,1,8,0,0,0,4,0,0,5,10,0,6,1,0,0.0,0
1542087,1144,1,3,0,0,0,5,0,0,3,14,3,6,2,1,3.5,0
1542088,1144,1,8,0,0,0,5,0,0,2,13,3,6,2,1,3.5,0
1542089,1144,1,1,1,1,5,5,0,0,1,51,13,6,3,1,3.5,0
1542090,1144,1,8,0,0,0,3,0,0,2,10,3,6,1,1,3.5,0
1542091,1144,1,8,0,0,0,2,0,0,3,13,3,6,1,1,3.5,0
1542092,1144,1,8,0,0,0,4,0,0,100,88,12,6,5,3,10.5,0
1542093,1144,1,8,0,0,0,1,0,0,4,10,3,6,1,1,3.5,0
1542094,1144,1,8,0,0,0,5,0,0,1,24,0,6,1,0,0.0,0
1542095,1144,0,1,1,1,5,15,0,0,3,134,12,4,1,2,7.0,0
1542096,1144,1,8,0,0,0,4,0,0,20,645,424,5,2,4,14.0,0
1542097,1144,1,1,1,1,5,1,0,0,6,37,15,5,1,1,3.5,0
1542098,1144,1,8,0,0,0,1,0,0,10,22,3,8,1,1,3.5,0
1542099,1144,1,8,0,0,0,2,0,0,50,29,3,10,1,1,3.5,0
1542100,1144,1,1,1,1,5,2,0,0,49,212,13,11,2,4,14.0,0
1542101,1144,1,8,0,0,0,2,0,0,40,21,5,6,1,1,3.5,0
1542102,1144,1,8,0,0,0,2,0,0,50,16,3,6,1,1,3.5,0
1542103,1144,1,1,1,1,5,5,0,0,40,170,13,6,2,1,3.5,0
1542104,1144,1,8,0,0,0,9,0,0,60,63,13,5,1,1,3.5,0
1542105,1144,1,8,0,0,0,3,0,0,120,19,9,7,1,1,3.5,0
1542106,1144,1,8,0,0,0,3,0,0,30,20,5,10,1,1,3.5,0
1542107,1144,1,8,0,0,0,42,0,0,5,165,13,12,1,1,3.5,0
1542108,1144,1,1,1,1,4,2,0,0,6,41,10,6,2,2,7.0,0
1542109,1144,1,8,0,0,0,3,0,0,400,49,13,6,1,1,3.5,0
1542110,1144,1,8,0,0,0,3,0,0,600,74,13,6,1,1,3.5,0
1542111,1144,1,8,0,0,0,4,0,0,500,47,13,6,1,1,3.5,0
1542112,1144,1,8,0,0,0,5,0,0,100,15,3,6,1,1,3.5,0
1542113,1144,1,8,0,0,0,5,0,0,600,50,13,6,1,1,3.5,0
1542114,1144,1,8,0,0,0,1,0,0,600,18,10,6,1,1,3.5,0
1542115,1144,1,8,0,0,0,1,0,0,30,17,9,6,1,1,3.5,0
1542116,1144,1,8,0,0,0,3,0,0,20,29,10,6,1,1,3.5,0
1542117,1144,1,1,1,1,1,2,0,0,2,10,0,6,1,0,0.0,0
1542118,1144,1,3,0,0,0,15,0,0,6,37,12,6,1,1,3.5,0
1542119,1144,1,1,1,1,5,1,0,0,4,53,13,6,1,1,3.5,0
1542120,1144,1,1,1,1,5,1,0,0,8,73,13,6,1,1,3.5,0
1542121,1144,1,8,0,0,0,2,0,0,40,14,6,9,1,1,3.5,0
1542122,1144,1,8,0,0,0,9,0,0,100,32,12,2,1,1,3.5,0
1542123,1144,1,8,0,0,0,3,0,0,10,25,13,5,1,1,3.5,0
1542124,1144,1,8,0,0,0,1,0,0,80,18,14,6,1,1,3.5,0
1542125,1144,1,8,0,0,0,2,0,0,200,35,12,6,1,1,3.5,0
1542126,1144,1,8,0,0,0,1,0,0,50,20,10,6,1,1,3.5,0
1542127,1144,1,8,0,0,0,4,0,0,9,11,0,6,1,0,0.0,0
1542128,1144,1,8,0,0,0,4,0,0,30,19,4,6,1,1,3.5,0
1542129,1144,1,8,0,0,0,2,0,0,5,16,10,6,1,1,3.5,0
1542130,1144,1,8,0,0,0,29,0,0,30,35,3,6,1,1,3.5,0
1542131,1144,1,1,1,1,5,98,0,0,192,328,4,7,1,1,3.5,0
1542132,1144,1,8,0,0,0,2,0,0,30,23,13,9,1,1,3.5,0
1542133,1144,1,8,0,0,0,2,0,0,60,43,13,6,1,1,3.5,0
1542134,1144,1,8,0,0,0,5,0,0,80,68,9,6,1,1,3.5,0
1542135,1144,1,8,0,0,0,6,0,0,96,25,4,6,1,1,3.5,0
1542136,1144,1,1,1,1,5,4,0,0,4,91,13,6,1,1,3.5,0
1542137,1144,1,1,1,1,5,3,0,0,70,54,13,6,2,1,3.5,0
1542138,1144,1,1,1,1,5,6,0,0,4,51,7,5,1,1,3.5,0
1542139,1144,1,8,0,0,0,3,0,0,1,10,0,5,1,0,0.0,0
1542140,1144,1,8,0,0,0,3,0,0,300,41,13,8,1,1,3.5,0
1542141,1144,1,3,0,0,0,3,0,0,8,40,13,10,1,1,3.5,0
1542142,1144,1,1,1,1,5,3,0,0,20,40,13,10,1,1,3.5,0
1542143,1144,1,1,1,1,5,3,0,0,18,58,13,10,1,1,3.5,0
1542144,1144,1,1,1,1,5,1,0,0,25,25,13,10,1,1,3.5,0
1542145,1144,1,8,0,0,0,3,0,0,80,16,5,10,1,1,3.5,0
1542146,1144,1,8,0,0,0,14,0,0,40,54,12,10,1,1,3.5,0
1542147,1144,1,1,1,1,5,2,0,0,48,80,13,6,2,1,3.5,0
1542148,1144,1,8,0,0,0,5,0,0,5,16,5,6,1,1,3.5,0
1542149,1144,1,1,1,1,4,1,1,0,100,25,13,1,1,2,7.0,0
1542150,1144,1,1,1,1,4,1,1,0,10,25,13,1,1,2,7.0,0
1542151,1144,1,1,1,1,4,1,1,0,180,190,12,9,1,2,7.0,0
1542152,1144,1,3,0,0,0,1,0,0,2,11,3,7,1,2,7.0,0
1542153,1144,1,1,1,1,3,1,0,0,2,62,13,7,1,2,7.0,0
1542154,1144,1,1,1,1,5,1,0,0,8,22,9,1,1,1,3.5,0
1542155,1144,1,8,0,0,0,5,0,0,5,10,3,3,1,1,3.5,0
1542156,1144,1,1,1,1,5,2,0,0,50,12,7,6,2,2,7.0,0
1542157,1144,1,3,0,0,0,8,0,0,8,21,9,10,1,1,3.5,0
1542158,1144,1,3,0,0,0,1,0,0,6,17,12,11,1,1,3.5,0
1542159,1144,1,8,0,0,0,1,0,0,10,31,15,12,1,1,3.5,0
1542160,1144,1,1,1,1,5,3,0,0,12,24,16,7,2,1,3.5,0
1542161,1144,1,1,1,1,5,3,0,0,3,12,7,7,2,1,3.5,0
1542162,1144,1,1,1,1,5,2,0,0,190,143,12,7,2,2,7.0,0
1542163,1144,1,3,0,0,0,1,0,0,6,10,3,7,1,1,3.5,0
1542164,1144,1,3,0,0,0,4,0,0,8,23,8,10,1,1,3.5,0
1542165,1144,1,8,0,0,0,8,0,0,140,45,24,11,1,1,3.5,0
1542166,1144,1,8,0,0,0,4,0,0,421,59,14,7,1,1,3.5,0
1542167,1144,1,3,0,0,0,1,0,0,2,61,9,4,1,1,3.5,0
1542168,1144,1,8,0,0,0,4,0,0,10,12,4,9,1,1,3.5,0
1542169,1144,1,8,0,0,0,4,0,0,50,36,12,10,1,1,3.5,0
1542170,1144,1,8,0,0,0,2,0,0,10,18,5,7,1,1,3.5,0
1542171,1144,1,3,0,0,0,3,0,0,2,12,6,1,1,1,3.5,0
1542172,1144,1,1,1,1,5,2,0,0,50,25,20,4,2,2,7.0,0
1542173,1144,1,8,0,0,0,3,0,0,300,34,11,8,1,1,3.5,0
1542174,1144,1,8,0,0,0,6,0,0,100,29,20,9,1,1,3.5,0
1542175,1144,1,3,0,0,0,1,0,0,4,19,8,7,1,1,3.5,0
1542176,1144,1,8,0,0,0,6,0,0,8,38,0,7,1,0,0.0,0
1542177,1144,1,3,0,0,0,6,0,0,3,16,4,9,1,1,3.5,0
1542178,1144,1,8,0,0,0,6,0,0,10,48,13,7,1,1,3.5,0
1542179,1144,1,1,1,1,4,2,0,0,40,74,12,7,2,1,3.5,0
1542180,1144,1,8,0,0,0,2,0,0,48,98,11,7,1,1,3.5,0
1542181,1144,1,8,0,0,0,10,0,0,225,42,20,3,1,1,3.5,0
1542182,1144,1,8,0,0,0,3,0,0,6,35,12,7,1,1,3.5,0
1542183,1144,1,8,0,0,0,3,0,0,25,33,11,4,1,1,3.5,0
1542184,1144,1,1,5,3,2,3,0,0,1,20,0,8,1,0,0.0,0
1542185,1144,1,8,0,0,0,4,0,0,15000,750,252,8,1,1,3.5,0
1542186,1144,1,8,0,0,0,6,0,0,25,20,8,10,1,1,3.5,0
1542187,1144,1,8,0,0,0,3,0,0,2,10,0,10,1,0,0.0,0
1542188,1144,1,8,0,0,0,15,0,0,20000,665,549,11,4,3,10.5,0
1542189,1144,1,8,0,0,0,5,0,0,9000,485,252,12,1,1,3.5,0
1542190,1144,1,8,0,0,0,5,0,0,9,25,9,7,1,1,3.5,0
1542191,1144,1,8,0,0,0,3,0,0,20,22,7,7,1,1,3.5,0
1542192,1144,1,1,5,3,2,2,0,0,10,15,5,7,1,1,3.5,0
1707299,1146,1,1,2,1,5,2,8,1,35,222,94,11,4,4,14.0,0
1542194,1144,1,1,1,1,5,4,0,0,18,119,13,3,2,2,7.0,0
1542195,1144,1,8,0,0,0,1,0,0,2,10,3,3,1,1,3.5,0
1542196,1144,1,8,0,0,0,2,0,0,2,14,3,3,1,1,3.5,0
1542197,1144,1,8,0,0,0,2,0,0,20,19,6,3,1,2,7.0,0
1542198,1144,1,8,0,0,0,2,0,0,1,10,3,3,1,1,3.5,0
1542199,1144,1,8,0,0,0,2,0,0,60,19,3,4,1,1,3.5,0
1542200,1144,1,8,0,0,0,4,0,0,1,15,3,4,1,1,3.5,0
1542201,1144,1,8,0,0,0,1,0,0,3,10,3,4,1,1,3.5,0
1542202,1144,1,3,0,0,0,3,9,0,1,10,0,7,0,0,0.0,0
1542203,1144,1,8,0,0,0,4,0,0,100,122,28,8,2,2,7.0,0
1542204,1144,1,8,0,0,0,3,0,0,20,23,3,8,1,1,3.5,0
1542205,1144,1,8,0,0,0,3,0,0,1,11,3,12,1,1,3.5,0
1542206,1144,1,8,0,0,0,2,0,0,1,20,7,7,1,1,3.5,0
1542207,1144,1,8,5,1,2,1,0,0,12,23,11,7,1,1,3.5,0
1708135,1146,1,1,2,2,4,3,8,1,350,234,91,10,5,4,17.5,1
1542209,1144,1,1,5,2,2,3,0,0,1,11,0,7,3,0,0.0,0
1542210,1144,1,1,1,1,2,2,0,0,1,10,0,7,3,0,0.0,0
1542211,1144,1,3,0,0,0,2,0,0,3,17,3,7,2,1,3.5,0
1542212,1144,1,8,0,0,0,1,0,0,2,10,0,7,1,0,0.0,0
1542213,1144,1,8,0,0,0,3,0,0,3,26,4,7,1,1,3.5,0
1542214,1144,1,1,5,4,2,2,0,0,4,10,0,7,3,0,0.0,0
1542215,1144,1,8,0,0,0,1,0,0,10,31,13,7,2,2,7.0,0
1542216,1144,1,8,0,0,0,1,0,0,2,10,3,7,1,1,3.5,0
1711198,1146,0,1,1,1,5,6,8,1,444,249,87,5,6,4,14.0,0
1542218,1144,1,8,0,0,0,2,0,0,2,10,3,7,1,1,3.5,0
1713771,1146,1,1,1,1,3,5,4,1,800,228,86,6,6,4,14.0,0
1542220,1144,1,1,1,1,5,3,0,0,2,49,8,7,2,1,3.5,0
1542221,1144,1,1,5,2,2,2,0,0,1,10,0,7,6,0,0.0,0
1542222,1144,1,8,0,0,0,2,0,0,1,11,3,7,1,1,3.5,0
1709265,1146,1,2,3,1,3,1,0,1,200,443,85,12,11,4,20.0,0
1708099,1146,0,1,1,1,5,12,4,1,180,193,77,9,6,4,14.0,0
1542225,1144,1,1,1,1,5,1,0,0,15,53,13,4,1,1,3.5,0
1542226,1144,1,1,1,1,5,2,0,0,6,28,20,8,1,1,3.5,0
1542227,1144,1,8,0,0,0,2,0,0,48,25,3,3,1,1,3.5,0
1710504,1146,1,1,1,1,3,4,6,0,2400,504,194,6,16,7,81.0,1
1542229,1144,0,1,1,1,5,25,0,0,50,142,30,8,1,1,3.5,0
1542230,1144,1,8,0,0,0,4,0,0,2,21,4,8,1,1,3.5,0
1542231,1144,1,1,1,1,5,3,0,0,6,21,3,8,1,1,3.5,0
1710730,1146,0,1,1,1,2,12,0,1,120,136,75,6,6,4,14.0,0
1542233,1144,1,8,0,0,0,4,0,0,2,17,6,1,1,1,3.5,0
1710799,1146,1,1,2,1,2,4,0,1,875,197,72,5,6,4,14.0,0
1542235,1144,1,1,5,4,2,1,0,0,1,10,0,2,3,0,0.0,0
1542236,1144,1,8,0,0,0,3,0,0,1,12,5,2,2,1,3.5,0
1542237,1144,1,8,0,0,0,3,0,0,1,1457,1443,2,2,1,3.5,0
1542238,1144,1,8,0,0,0,2,0,0,2,23,7,3,1,1,3.5,0
1542239,1144,1,8,0,0,0,2,0,0,1,10,3,3,1,1,3.5,0
1542240,1144,1,8,0,0,0,5,0,0,5,96,13,4,2,1,3.5,0
1542241,1144,1,1,5,4,2,3,0,0,1,10,0,4,3,0,0.0,0
1709586,1146,1,1,1,1,1,10,0,1,1000,610,69,11,11,4,21.0,1
1542243,1144,1,8,0,0,0,2,0,0,250,21,5,5,1,1,3.5,0
1705845,1146,1,1,2,2,5,4,2,1,268,389,69,4,3,4,14.0,1
1542245,1144,1,8,0,0,0,2,0,0,6,22,3,7,1,1,3.5,0
1542246,1144,1,3,0,0,0,5,0,0,3,31,11,7,2,1,3.5,0
1542247,1144,1,8,0,0,0,2,0,0,70,27,11,8,1,1,3.5,0
1542248,1144,1,8,0,0,0,2,0,0,2,14,4,9,1,1,3.5,0
1542249,1144,1,8,0,0,0,2,0,0,100,49,13,10,1,1,3.5,0
1542250,1144,1,8,0,0,0,2,0,0,10,41,3,11,1,1,3.5,0
1711203,1146,0,1,2,2,4,12,4,1,315,255,68,7,7,4,14.0,0
1542252,1144,1,8,0,0,0,2,0,0,3,10,3,12,1,1,3.5,0
1708230,1146,1,1,1,1,2,5,4,1,45,150,66,12,4,4,16.5,0
1542254,1144,1,1,5,1,2,4,0,0,1,10,3,8,7,1,3.5,0
1718331,1146,1,1,2,2,5,12,0,1,10,197,65,1,4,4,14.0,0
1711031,1146,0,2,1,1,4,5,4,1,150,132,65,1,12,4,14.0,1
1542257,1144,1,1,5,4,2,1,0,0,1,10,0,8,3,0,0.0,0
1720344,1146,1,1,2,1,4,3,0,1,110,228,64,11,4,4,14.0,0
1704819,1146,1,1,1,1,2,1,8,1,40,247,61,1,5,4,26.0,0
1542260,1144,1,8,0,0,0,4,0,0,15,31,13,8,1,1,3.5,0
1542261,1144,1,8,0,0,0,3,0,0,1,11,3,8,1,1,3.5,0
1706460,1146,0,1,1,1,3,18,2,1,40,224,60,11,6,4,14.0,0
1542263,1144,1,1,2,1,4,2,0,0,3,16,3,8,4,1,3.5,0
1710835,1146,1,1,1,1,2,5,0,1,300,111,60,6,6,4,14.0,0
1542265,1144,1,8,0,0,0,2,0,0,1,10,3,8,1,1,3.5,0
1723429,1146,1,1,2,2,5,3,1,1,100,279,58,6,5,4,14.0,0
1715979,1146,1,1,1,1,5,1,0,1,168,171,54,1,6,4,14.0,0
1707265,1146,0,2,1,1,2,8,8,1,30,634,53,3,6,4,14.0,0
1542269,1144,1,1,1,1,5,4,0,0,8,12,3,8,1,1,3.5,0
1542270,1144,1,1,1,1,5,4,0,0,5,40,11,8,1,1,3.5,0
1542271,1144,1,1,1,1,5,2,0,0,3,22,12,8,1,1,3.5,0
1542272,1144,1,3,0,0,0,4,0,0,6,34,14,8,1,2,9.5,0
1862976,1176,1,1,1,1,5,3,1,1,96,231,50,7,3,4,30.5,0
1542274,1144,1,1,5,2,2,1,0,0,4,21,4,8,3,1,3.5,0
1542275,1144,1,1,1,1,5,4,0,0,8,92,0,8,2,0,0.0,0
1723481,1146,1,1,1,1,5,4,1,1,150,128,49,8,6,4,14.0,0
1542277,1144,1,8,0,0,0,2,0,0,15,45,16,1,1,1,3.5,0
1542278,1144,1,8,0,0,0,5,0,0,50,36,13,3,1,1,3.5,0
1542279,1144,1,8,0,0,0,4,0,0,8,111,15,8,1,1,3.5,0
1542280,1144,1,8,0,0,0,4,0,0,50,55,5,8,1,1,3.5,0
1542281,1144,1,8,0,0,0,3,0,0,2,17,8,8,1,1,3.5,0
1542282,1144,1,8,0,0,0,4,0,0,30,118,40,8,1,1,3.5,0
1542283,1144,1,8,0,0,0,3,0,0,2,25,7,8,1,1,3.5,0
1542284,1144,1,8,0,0,0,4,0,0,5,33,12,8,1,1,3.5,0
1542285,1144,1,8,0,0,0,4,0,0,6,50,13,8,1,1,3.5,0
1542286,1144,1,8,0,0,0,2,0,0,80,88,13,8,1,1,3.5,0
1542287,1144,1,8,0,0,0,3,0,0,400,709,640,8,1,1,3.5,0
1542288,1144,1,8,0,0,0,9,0,0,80,50,7,8,1,1,3.5,0
1542289,1144,1,8,0,0,0,2,0,0,10,45,20,8,1,1,3.5,0
1542290,1144,1,8,0,0,0,2,0,0,30,31,11,4,1,1,3.5,0
1542291,1144,1,1,1,1,3,1,1,0,36,227,9,7,1,2,7.0,0
1542292,1144,1,1,5,1,2,1,0,0,12,77,13,6,1,1,3.5,0
1542293,1144,1,1,1,1,3,1,1,0,3,32,8,8,1,2,7.0,0
1542294,1144,1,8,0,0,0,2,0,0,1,10,3,8,1,1,3.5,0
1542295,1144,1,1,1,1,4,1,0,0,1,23,10,8,1,1,3.5,0
1542296,1144,1,1,1,1,4,1,1,0,25,40,15,8,1,2,7.0,0
1542297,1144,1,1,5,4,2,1,0,0,5,111,14,8,1,1,3.5,0
1542298,1144,0,1,1,1,4,1,0,0,54,98,66,6,2,2,7.0,0
1542299,1144,0,8,0,0,0,1,0,0,60,25,13,11,1,1,3.5,0
1542300,1144,1,8,0,0,0,9,0,0,200,26,7,11,1,1,3.5,0
1542301,1144,0,8,0,0,0,14,0,0,160,54,12,8,1,1,3.5,0
1542302,1144,0,1,1,1,5,2,0,0,4,44,9,8,2,2,7.0,0
1542303,1144,1,1,1,1,5,2,0,0,12,31,9,2,1,1,3.5,0
1542304,1144,1,1,1,1,5,2,0,0,1,20,6,8,1,1,3.5,0
1542305,1144,1,1,1,1,5,2,0,0,100,107,13,8,1,1,3.5,0
1542306,1144,1,8,0,0,0,1,0,0,6,26,3,9,1,1,3.5,0
1542307,1144,1,8,0,0,0,1,0,0,10,38,10,12,1,1,3.5,0
1542308,1144,1,8,0,0,0,1,0,0,2,10,3,1,1,1,3.5,0
1713938,1146,1,1,1,1,5,4,0,0,2400,1033,341,1,12,9,64.5,1
1542310,1144,1,1,1,1,5,1,0,0,15,188,175,5,2,2,7.0,0
1542311,1144,1,1,1,1,5,1,0,0,80,131,31,7,1,1,3.5,0
1542312,1144,1,1,1,1,4,13,0,0,12,27,14,1,2,2,7.0,0
1542313,1144,1,8,0,0,0,4,0,0,25,10,3,9,1,1,3.5,0
1542314,1144,1,8,0,0,0,1,0,0,2,10,3,1,1,1,3.5,0
1542315,1144,1,1,1,1,5,4,0,0,80,192,72,2,1,1,3.5,0
1542316,1144,1,8,0,0,0,4,0,0,5,37,13,4,1,1,3.5,0
1542317,1144,1,1,1,1,5,4,0,0,3,18,3,8,2,1,3.5,0
1862304,1176,0,1,1,1,5,2,0,1,140,49,45,5,4,4,14.0,0
1712354,1146,1,1,1,1,3,3,0,1,60,248,44,2,4,4,14.0,0
1723513,1146,0,1,2,2,5,4,4,1,80,96,43,9,6,4,14.0,0
1706514,1146,1,2,2,2,3,2,0,1,300,388,37,1,8,4,14.0,1
1542322,1144,1,8,0,0,0,5,0,0,30,101,19,9,2,1,3.5,0
1711181,1146,0,1,2,2,4,13,4,1,330,238,36,5,3,4,14.0,0
1859764,1176,1,1,2,1,5,2,8,1,130,55,34,10,4,4,14.0,0
1542325,1144,1,1,1,1,5,4,0,0,6,31,13,9,2,1,3.5,0
1542326,1144,1,1,5,2,2,2,0,0,1,10,0,9,1,0,0.0,0
1542327,1144,1,1,1,1,2,1,0,0,3,29,18,9,1,1,3.5,0
1706599,1146,1,1,1,1,5,4,0,1,80,147,33,6,4,4,14.0,0
1721831,1146,1,1,2,1,5,4,3,1,200,244,29,8,3,4,28.0,0
1542330,1144,1,8,0,0,0,5,0,0,20,106,13,9,2,2,7.0,0
1542331,1144,1,8,0,0,0,1,0,0,1,10,0,9,4,0,0.0,0
1542332,1144,1,8,0,0,0,3,0,0,1,22,3,9,1,1,3.5,0
1542333,1144,1,8,0,0,0,2,0,0,1,10,3,9,1,1,3.5,0
